"","accession","organism","taxon_id"
"3987","Q9BV38","Homo sapiens",9606
"3988","P0ADY7","Escherichia coli (strain K12)",83333
"3989","P36542","Homo sapiens",9606
"3990","P14164","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"3991","Q9GZU8","Homo sapiens",9606
"3992","Q7Z7A3","Homo sapiens",9606
"3993","Q9Y2Y0","Homo sapiens",9606
"3994","Q9H8H0","Homo sapiens",9606
"3995","Q9NPA8","Homo sapiens",9606
"3996","P50861","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"3997","Q9NRF8","Homo sapiens",9606
"3998","Q9GZT3","Homo sapiens",9606
"3999","Q96S94","Homo sapiens",9606
"4000","P53081","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4001","P37292","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4002","Q12522","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4003","P0DPB6","Homo sapiens",9606
"4004","P57737","Homo sapiens",9606
"4005","P10398","Homo sapiens",9606
"4006","P32264","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4007","Q02896","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4008","P52918","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4009","P24534","Homo sapiens",9606
"4010","Q15648","Homo sapiens",9606
"4011","Q9UEY8","Homo sapiens",9606
"4012","Q99856","Homo sapiens",9606
"4013","P32319","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4014","P38628","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4015","Q92734","Homo sapiens",9606
"4016","Q8NCW5","Homo sapiens",9606
"4017","Q9H4L4","Homo sapiens",9606
"4018","Q9Y4W6","Homo sapiens",9606
"4019","O14618","Homo sapiens",9606
"4020","O60870","Homo sapiens",9606
"4021","P23644","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4022","P55212","Homo sapiens",9606
"4023","A8MWD9","Homo sapiens",9606
"4024","P62308","Homo sapiens",9606
"4025","Q9Y5M8","Homo sapiens",9606
"4026","P16965","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4027","Q06177","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4028","Q9Y305","Homo sapiens",9606
"4029","Q96JB3","Homo sapiens",9606
"4030","P58546","Homo sapiens",9606
"4031","P78337","Homo sapiens",9606
"4032","Q8N122","Homo sapiens",9606
"4033","P0A7U3","Escherichia coli (strain K12)",83333
"4034","P25371","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4035","Q6WKZ4","Homo sapiens",9606
"4036","Q00577","Homo sapiens",9606
"4037","Q92733","Homo sapiens",9606
"4038","Q9NPF4","Homo sapiens",9606
"4039","Q12746","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4040","Q9H2P0","Homo sapiens",9606
"4041","P29372","Homo sapiens",9606
"4042","Q9Y3A4","Homo sapiens",9606
"4043","P16387","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4044","Q99447","Homo sapiens",9606
"4045","P35813","Homo sapiens",9606
"4046","O75688","Homo sapiens",9606
"4047","Q9UI30","Homo sapiens",9606
"4048","Q8IXQ4","Homo sapiens",9606
"4049","O94966","Homo sapiens",9606
"4050","P37666","Escherichia coli (strain K12)",83333
"4051","Q9H0E2","Homo sapiens",9606
"4052","O94889","Homo sapiens",9606
"4053","Q9BRX5","Homo sapiens",9606
"4054","Q16740","Homo sapiens",9606
"4055","P46971","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4056","P40970","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4057","Q96M27","Homo sapiens",9606
"4058","Q86WJ1","Homo sapiens",9606
"4059","O43169","Homo sapiens",9606
"4060","Q9BZX2","Homo sapiens",9606
"4061","P43555","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4062","P40581","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4063","P25340","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4064","P05453","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4065","P62942","Homo sapiens",9606
"4066","O00764","Homo sapiens",9606
"4067","Q03629","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4068","O14818","Homo sapiens",9606
"4069","P0AES4","Escherichia coli (strain K12)",83333
"4070","Q8N357","Homo sapiens",9606
"4071","Q9NWU1","Homo sapiens",9606
"4072","P35613","Homo sapiens",9606
"4073","Q5J8M3","Homo sapiens",9606
"4074","Q9P2R3","Homo sapiens",9606
"4075","Q9NV31","Homo sapiens",9606
"4076","Q06449","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4077","P02766","Homo sapiens",9606
"4078","P21964","Homo sapiens",9606
"4079","P49167","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4080","Q86U38","Homo sapiens",9606
"4081","Q5XKP0","Homo sapiens",9606
"4082","Q8N3C0","Homo sapiens",9606
"4083","P06865","Homo sapiens",9606
"4084","Cont_Q1RMN8",NA,NA
"4085","Q86V81","Homo sapiens",9606
"4086","P11166","Homo sapiens",9606
"4087","O75376","Homo sapiens",9606
"4088","Q96FZ2","Homo sapiens",9606
"4089","Q9Y3B4","Homo sapiens",9606
"4090","P43307","Homo sapiens",9606
"4091","P04921","Homo sapiens",9606
"4092","P42574","Homo sapiens",9606
"4093","P12532","Homo sapiens",9606
"4094","Q16637","Homo sapiens",9606
"4095","P25618","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4096","P0AEM9","Escherichia coli (strain K12)",83333
"4097","Q04410","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4098","P17106","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4099","P14678","Homo sapiens",9606
"4100","P37108","Homo sapiens",9606
"4101","P0A7F3","Escherichia coli (strain K12)",83333
"4102","P07311","Homo sapiens",9606
"4103","P0C0L2","Escherichia coli (strain K12)",83333
"4104","P05744","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4105","Q13442","Homo sapiens",9606
"4106","P10515","Homo sapiens",9606
"4107","P53141","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4108","P32897","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4109","P0ABH7","Escherichia coli (strain K12)",83333
"4110","Q8IWX8","Homo sapiens",9606
"4111","P14904","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4112","Q86XI2","Homo sapiens",9606
"4113","Q9NVJ2","Homo sapiens",9606
"4114","Q9H936","Homo sapiens",9606
"4115","P52489","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4116","O95865","Homo sapiens",9606
"4117","Q9NXA8","Homo sapiens",9606
"4118","Q9NP97","Homo sapiens",9606
"4119","P53295","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4120","P32337","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4121","Q8WV22","Homo sapiens",9606
"4122","Q9Y5P4","Homo sapiens",9606
"4123","P16104","Homo sapiens",9606
"4124","Q8IUE6","Homo sapiens",9606
"4125","Q96QV6","Homo sapiens",9606
"4126","P33309","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4127","P32898","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4128","P61962","Homo sapiens",9606
"4129","Q9BPW8","Homo sapiens",9606
"4130","P26885","Homo sapiens",9606
"4131","P32472","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4132","Q9Y4E5","Homo sapiens",9606
"4133","P20434","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4134","P00352","Homo sapiens",9606
"4135","Q9NX46","Homo sapiens",9606
"4136","P62244","Homo sapiens",9606
"4137","P77318","Escherichia coli (strain K12)",83333
"4138","P50402","Homo sapiens",9606
"4139","P19838","Homo sapiens",9606
"4140","P77348","Escherichia coli (strain K12)",83333
"4141","Q9Y5T5","Homo sapiens",9606
"4142","P24031","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4143","P00635","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4144","P49711","Homo sapiens",9606
"4145","Q04438","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4146","P40008","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4147","P32913","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4148","P02358","Escherichia coli (strain K12)",83333
"4149","P05042","Escherichia coli (strain K12)",83333
"4150","P11274","Homo sapiens",9606
"4151","Q46845","Escherichia coli (strain K12)",83333
"4152","Q9H944","Homo sapiens",9606
"4153","Q9H7L9","Homo sapiens",9606
"4154","Q96EL3","Homo sapiens",9606
"4155","O00244","Homo sapiens",9606
"4156","Q9H9A5","Homo sapiens",9606
"4157","Q9P0J7","Homo sapiens",9606
"4158","P27431","Escherichia coli (strain K12)",83333
"4159","Q15363","Homo sapiens",9606
"4160","Q02455","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4161","Q14181","Homo sapiens",9606
"4162","O00459","Homo sapiens",9606
"4163","Q96A26","Homo sapiens",9606
"4164","P62256","Homo sapiens",9606
"4165","P0A9Q1","Escherichia coli (strain K12)",83333
"4166","Q12117","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4167","P40692","Homo sapiens",9606
"4168","Q96GD4","Homo sapiens",9606
"4169","Q02753","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4170","P31658","Escherichia coli (strain K12)",83333
"4171","P24666","Homo sapiens",9606
"4172","P46778","Homo sapiens",9606
"4173","P63000","Homo sapiens",9606
"4174","Q99417","Homo sapiens",9606
"4175","P38310","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4176","Q13277","Homo sapiens",9606
"4177","P0AED0","Escherichia coli (strain K12)",83333
"4178","O14757","Homo sapiens",9606
"4179","P0C018","Escherichia coli (strain K12)",83333
"4180","O60783","Homo sapiens",9606
"4181","P41895","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4182","P38077","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4183","Q8NF50","Homo sapiens",9606
"4184","Q04869","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4185","P40553","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4186","P09950","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4187","Q9NZ45","Homo sapiens",9606
"4188","Q8N5K1","Homo sapiens",9606
"4189","Q96AB3","Homo sapiens",9606
"4190","Q9HAN9","Homo sapiens",9606
"4191","P47116","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4192","P29295","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4193","Q9URQ5","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4194","P32803","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4195","P09429","Homo sapiens",9606
"4196","P17169","Escherichia coli (strain K12)",83333
"4197","Q9BZL6","Homo sapiens",9606
"4198","P33602","Escherichia coli (strain K12)",83333
"4199","P53365","Homo sapiens",9606
"4200","Q04767","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4201","Q07960","Homo sapiens",9606
"4202","Q9C0E2","Homo sapiens",9606
"4203","Q9BYD3","Homo sapiens",9606
"4204","O00330","Homo sapiens",9606
"4205","Q15645","Homo sapiens",9606
"4206","Q9Y2Q9","Homo sapiens",9606
"4207","Q96HS1","Homo sapiens",9606
"4208","Q9BTA9","Homo sapiens",9606
"4209","Q15435","Homo sapiens",9606
"4210","O75575","Homo sapiens",9606
"4211","Q99258","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4212","P28273","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4213","Q04941","Homo sapiens",9606
"4214","Q8N3U4","Homo sapiens",9606
"4215","Cont_A2I7N1",NA,NA
"4216","P49757","Homo sapiens",9606
"4217","Q9UNP9","Homo sapiens",9606
"4218","Q6UXN9","Homo sapiens",9606
"4219","P20645","Homo sapiens",9606
"4220","Q96SU4","Homo sapiens",9606
"4221","P32832","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4222","P0A9M5","Escherichia coli (strain K12)",83333
"4223","P82650","Homo sapiens",9606
"4224","Q10471","Homo sapiens",9606
"4225","P13797","Homo sapiens",9606
"4226","Q15291","Homo sapiens",9606
"4227","P49573","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4228","P0A867","Escherichia coli (strain K12)",83333
"4229","P09105","Homo sapiens",9606
"4230","Q6YP21","Homo sapiens",9606
"4231","P0A9J6","Escherichia coli (strain K12)",83333
"4232","Q08816","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4233","P21524","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4234","P53839","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4235","Q9BZE4","Homo sapiens",9606
"4236","P54000","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4237","Q8WTS1","Homo sapiens",9606
"4238","P0A7T3","Escherichia coli (strain K12)",83333
"4239","P0AEU7","Escherichia coli (strain K12)",83333
"4240","Q53R41","Homo sapiens",9606
"4241","Q9P0J0","Homo sapiens",9606
"4242","O00399","Homo sapiens",9606
"4243","P40580","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4244","O75746","Homo sapiens",9606
"4245","P35241","Homo sapiens",9606
"4246","P0ACJ8","Escherichia coli (strain K12)",83333
"4247","O14880","Homo sapiens",9606
"4248","P23857","Escherichia coli (strain K12)",83333
"4249","P39105","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4250","Q8WU76","Homo sapiens",9606
"4251","Q7Z2Z2","Homo sapiens",9606
"4252","P31153","Homo sapiens",9606
"4253","Q9NUD5","Homo sapiens",9606
"4254","P78330","Homo sapiens",9606
"4255","P40081","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4256","Q9Y3C8","Homo sapiens",9606
"4257","Q9P2R7","Homo sapiens",9606
"4258","O15213","Homo sapiens",9606
"4259","O95985","Homo sapiens",9606
"4260","P37387","Escherichia coli (strain K12)",83333
"4261","P21283","Homo sapiens",9606
"4262","P33416","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4263","Q12496","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4264","Q9Y6Y8","Homo sapiens",9606
"4265","P11491","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4266","P40518","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4267","P25516","Escherichia coli (strain K12)",83333
"4268","Q9BSJ2","Homo sapiens",9606
"4269","P15640","Escherichia coli (strain K12)",83333
"4270","P32857","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4271","O75663","Homo sapiens",9606
"4272","P61201","Homo sapiens",9606
"4273","Q9Y6B6","Homo sapiens",9606
"4274","P40347","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4275","P22033","Homo sapiens",9606
"4276","Q12250","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4277","P38071","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4278","P14859","Homo sapiens",9606
"4279","O95232","Homo sapiens",9606
"4280","Q9UBV8","Homo sapiens",9606
"4281","P49435","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4282","O43823","Homo sapiens",9606
"4283","Q96P47","Homo sapiens",9606
"4284","Q9H9H4","Homo sapiens",9606
"4285","P53337","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4286","O43676","Homo sapiens",9606
"4287","P41056","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4288","P46736","Homo sapiens",9606
"4289","P35207","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4290","Cont_Q28085",NA,NA
"4291","Cont_Q3ZBD7",NA,NA
"4292","O00629","Homo sapiens",9606
"4293","Q12497","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4294","O60701","Homo sapiens",9606
"4295","Q5MNZ6","Homo sapiens",9606
"4296","Q92688","Homo sapiens",9606
"4297","P39960","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4298","Q9Y316","Homo sapiens",9606
"4299","Q05881","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4300","Q9Y2S7","Homo sapiens",9606
"4301","Q9NVH2","Homo sapiens",9606
"4302","Q9NRX1","Homo sapiens",9606
"4303","P64503","Escherichia coli (strain K12)",83333
"4304","P61586","Homo sapiens",9606
"4305","Q9NVN8","Homo sapiens",9606
"4306","P0C0W1","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4307","Q3E7Y3","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4308","Q00535","Homo sapiens",9606
"4309","Q9UHR4","Homo sapiens",9606
"4310","P15703","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4311","O94832","Homo sapiens",9606
"4312","P14635","Homo sapiens",9606
"4313","P09831","Escherichia coli (strain K12)",83333
"4314","P17442","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4315","P34248","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4316","Q13131","Homo sapiens",9606
"4317","P32608","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4318","P63241","Homo sapiens",9606
"4319","P29012","Escherichia coli (strain K12)",83333
"4320","Q96AT9","Homo sapiens",9606
"4321","Q96HR3","Homo sapiens",9606
"4322","P00568","Homo sapiens",9606
"4323","P32445","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4324","P19174","Homo sapiens",9606
"4325","P12758","Escherichia coli (strain K12)",83333
"4326","P49902","Homo sapiens",9606
"4327","P45880","Homo sapiens",9606
"4328","P0A796","Escherichia coli (strain K12)",83333
"4329","Q8IUH3","Homo sapiens",9606
"4330","Q6DD87","Homo sapiens",9606
"4331","P0ACD4","Escherichia coli (strain K12)",83333
"4332","Q9UGP4","Homo sapiens",9606
"4333","Q49AR2","Homo sapiens",9606
"4334","P10176","Homo sapiens",9606
"4335","Q8TAC1","Homo sapiens",9606
"4336","P38825","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4337","Q99426","Homo sapiens",9606
"4338","P39102","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4339","Q12447","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4340","P55036","Homo sapiens",9606
"4341","Q07897","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4342","P12611","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4343","Q08647","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4344","Q05543","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4345","Q6P587","Homo sapiens",9606
"4346","P38970","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4347","P40093","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4348","Q9UET6","Homo sapiens",9606
"4349","P69797","Escherichia coli (strain K12)",83333
"4350","Q03362","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4351","P07263","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4352","Q16718","Homo sapiens",9606
"4353","O43665","Homo sapiens",9606
"4354","P0A6F9","Escherichia coli (strain K12)",83333
"4355","Q9Y3A3","Homo sapiens",9606
"4356","O43805","Homo sapiens",9606
"4357","P52895","Homo sapiens",9606
"4358","P04632","Homo sapiens",9606
"4359","Q7Z422","Homo sapiens",9606
"4360","P51531","Homo sapiens",9606
"4361","Q8NCF5","Homo sapiens",9606
"4362","P20107","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4363","P60604","Homo sapiens",9606
"4364","P16220","Homo sapiens",9606
"4365","P0A9Q9","Escherichia coli (strain K12)",83333
"4366","Q96AX1","Homo sapiens",9606
"4367","Q15006","Homo sapiens",9606
"4368","O95793","Homo sapiens",9606
"4369","P40485","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4370","O75396","Homo sapiens",9606
"4371","Q06142","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4372","P24182","Escherichia coli (strain K12)",83333
"4373","P27250","Escherichia coli (strain K12)",83333
"4374","P43639","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4375","O00193","Homo sapiens",9606
"4376","P33136","Escherichia coli (strain K12)",83333
"4377","P53152","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4378","Q15819","Homo sapiens",9606
"4379","Q13404","Homo sapiens",9606
"4380","Q9UKI8","Homo sapiens",9606
"4381","Q8IVD9","Homo sapiens",9606
"4382","Q13885","Homo sapiens",9606
"4383","P68371","Homo sapiens",9606
"4384","Q9NX47","Homo sapiens",9606
"4385","Q96IJ6","Homo sapiens",9606
"4386","Q9Y4Z0","Homo sapiens",9606
"4387","Q9UBU8","Homo sapiens",9606
"4388","Q99653","Homo sapiens",9606
"4389","P14373","Homo sapiens",9606
"4390","Q9NRY4","Homo sapiens",9606
"4391","P39533","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4392","P39077","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4393","Q96G28","Homo sapiens",9606
"4394","Q53H12","Homo sapiens",9606
"4395","Q04062","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4396","P36036","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4397","P39081","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4398","P23511","Homo sapiens",9606
"4399","Q7Z6V5","Homo sapiens",9606
"4400","P53860","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4401","P09064","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4402","Q16795","Homo sapiens",9606
"4403","Q06489","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4404","P27614","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4405","P0A6L2","Escherichia coli (strain K12)",83333
"4406","Q15075","Homo sapiens",9606
"4407","Q02809","Homo sapiens",9606
"4408","P51692","Homo sapiens",9606
"4409","P39993","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4410","Q9UNS1","Homo sapiens",9606
"4411","Q9UBP6","Homo sapiens",9606
"4412","Q9NWS0","Homo sapiens",9606
"4413","P15586","Homo sapiens",9606
"4414","P0AAB6","Escherichia coli (strain K12)",83333
"4415","Q9Y5B8","Homo sapiens",9606
"4416","Q08925","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4417","Q9BRP4","Homo sapiens",9606
"4418","P32769","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4419","Q9H299","Homo sapiens",9606
"4420","Q9H2P9","Homo sapiens",9606
"4421","Q8WWV3","Homo sapiens",9606
"4422","Q9C0F1","Homo sapiens",9606
"4423","P08134","Homo sapiens",9606
"4424","P63020","Escherichia coli (strain K12)",83333
"4425","P08679","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4426","Q02750","Homo sapiens",9606
"4427","P33754","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4428","P53315","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4429","Q7Z5K2","Homo sapiens",9606
"4430","Q9P032","Homo sapiens",9606
"4431","O75131","Homo sapiens",9606
"4432","Q93034","Homo sapiens",9606
"4433","Q9GZZ9","Homo sapiens",9606
"4434","Q03435","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4435","Q13505","Homo sapiens",9606
"4436","P53250","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4437","P20081","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4438","Q6UWP2","Homo sapiens",9606
"4439","P42826","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4440","P49367","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4441","P34217","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4442","P25342","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4443","Q9BYC9","Homo sapiens",9606
"4444","Q5VTB9","Homo sapiens",9606
"4445","P11914","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4446","P30626","Homo sapiens",9606
"4447","P40056","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4448","P07012","Escherichia coli (strain K12)",83333
"4449","Q5SY16","Homo sapiens",9606
"4450","P33201","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4451","Q06338","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4452","P22579","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4453","P0AD33","Escherichia coli (strain K12)",83333
"4454","P61289","Homo sapiens",9606
"4455","P53200","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4456","P18239","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4457","P38886","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4458","Q99595","Homo sapiens",9606
"4459","P25296","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4460","Q9UM54","Homo sapiens",9606
"4461","P69783","Escherichia coli (strain K12)",83333
"4462","Q4VC31","Homo sapiens",9606
"4463","P0A9R4","Escherichia coli (strain K12)",83333
"4464","P07014","Escherichia coli (strain K12)",83333
"4465","P0C2H6","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4466","P0C2H7","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4467","Q96EM0","Homo sapiens",9606
"4468","Q04446","Homo sapiens",9606
"4469","Q9NRW7","Homo sapiens",9606
"4470","P36161","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4471","Q9UL40","Homo sapiens",9606
"4472","P52553","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4473","Q16621","Homo sapiens",9606
"4474","P39929","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4475","O75964","Homo sapiens",9606
"4476","Q9NYU2","Homo sapiens",9606
"4477","P38858","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4478","Q08686","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4479","P53731","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4480","Q13469","Homo sapiens",9606
"4481","P0AFP6","Escherichia coli (strain K12)",83333
"4482","P21127","Homo sapiens",9606
"4483","Q04894","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4484","Q14651","Homo sapiens",9606
"4485","Q8IY95","Homo sapiens",9606
"4486","P18562","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4487","P53803","Homo sapiens",9606
"4488","Q9UN37","Homo sapiens",9606
"4489","P49954","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4490","P61106","Homo sapiens",9606
"4491","P24521","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4492","P17536","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"4493","P23193","Homo sapiens",9606
